Empregados - admissões - Novo Caged sem ajuste
AP;1600808;Vitória do Jari;7;5;2;1;0;1;3;13;5;4;4;1;
BA;2900108;Abaíra;0;1;0;0;0;0;0;3;0;0;1;0;
BA;2900207;Abaré;10;29;16;0;3;33;2;1;19;40;2;3;
BA;2900306;Acajutiba;2;11;8;0;0;0;3;0;0;1;0;1;
BA;2900355;Adustina;6;3;1;0;0;2;0;3;4;3;23;1;
BA;2900405;Água Fria;9;9;10;1;1;3;1;8;1;5;4;4;
BA;2900504;Érico Cardoso;0;0;2;0;0;1;0;1;0;6;2;0;
BA;2900603;Aiquara;4;3;6;0;2;0;1;0;1;2;2;0;
BA;2900702;Alagoinhas;819;922;814;331;301;409;461;529;693;692;712;792;
BA;2900801;Alcobaça;20;4;10;8;13;74;11;5;15;17;9;11;
BA;2900900;Almadina;1;0;1;0;0;1;0;1;1;0;0;0;
BA;2901007;Amargosa;87;201;128;20;17;16;24;33;119;90;49;29;
BA;2901106;Amélia Rodrigues;48;44;37;41;6;9;35;83;66;68;65;58;
BA;2901155;América Dourada;2;0;1;0;0;2;0;1;1;0;7;6;
BA;2901205;Anagé;15;12;11;2;8;16;33;13;10;10;11;6;
BA;2901304;Andaraí;4;11;3;0;3;1;2;1;3;3;4;1;
BA;2901353;Andorinha;5;8;1;0;1;2;7;10;7;1;3;3;
BA;2901403;Angical;6;2;2;7;6;5;1;3;2;0;3;9;
BA;2901502;Anguera;2;0;1;0;0;0;0;2;1;1;0;4;
BA;2901601;Antas;6;6;5;1;3;3;5;9;7;1;2;1;
BA;2901700;Antônio Cardoso;4;0;4;0;6;4;1;2;2;7;0;0;
BA;2901809;Antônio Gonçalves;4;1;1;0;1;4;1;1;1;2;0;1;
BA;2901908;Aporá;1;1;5;0;0;2;0;2;3;2;12;3;
BA;2901957;Apuarema;0;1;1;1;0;0;1;0;0;0;0;1;
BA;2902005;Aracatu;3;7;5;0;2;5;8;3;3;3;1;4;
BA;2902054;Araças;8;6;2;1;2;4;3;8;8;14;5;30;
BA;2902104;Araci;14;31;35;12;3;14;11;4;21;3;42;5;
BA;2902203;Aramari;21;3;5;7;12;21;4;6;13;12;10;9;
BA;2902252;Arataca;2;7;2;0;0;2;0;2;4;9;1;4;
BA;2902302;Aratuípe;2;0;0;0;0;0;0;2;0;0;1;0;
BA;2902401;Aurelino Leal;8;2;2;2;5;0;1;4;5;3;5;2;
BA;2902500;Baianópolis;2;2;5;6;0;2;0;1;3;9;0;7;
BA;2902609;Baixa Grande;6;6;9;3;6;3;3;7;6;9;3;5;
BA;2902658;Banzaê;2;0;1;3;2;0;0;2;0;0;1;0;
BA;2902708;Barra;18;38;37;42;45;41;45;47;118;48;21;12;
