municipio,participacao
São José do Jacuípe,0.00141
São Miguel das Matas,0.00196
São Sebastião do Passé,0.00943
Sapeaçu,0.00237
Sátiro Dias,0.00286
Saubara,0.00162
Saúde,0.00114
Seabra,0.00694
Sebastião Laranjeiras,0.00119
Senhor do Bonfim,0.01108
Serra do Ramalho,0.00457
Sento Sé,0.01903
Serra Dourada,0.00222
Serra Preta,0.00153
Serrinha,0.01206
Serrolândia,0.00131
Simões Filho,0.07029
Sítio do Mato,0.00133
Sítio do Quinto,0.00115
Sobradinho,0.00936
Souto Soares,0.00151
Tabocas do Brejo Velho,0.00298
Tanhaçu,0.00281
Tanque Novo,0.00203
Tanquinho,0.00074
Taperoá,0.00246
Tapiramutá,0.00165
Teixeira de Freitas,0.03191
Teodoro Sampaio,0.00197
Teofilândia,0.00212
Teolândia,0.00241
Terra Nova,0.00189
Tremedal,0.00148
Tucano,0.00605
Uauá,0.00261
Ubaíra,0.00254
Ubaitaba,0.00272
Ubatã,0.00248
Uibaí,0.00195
Umburanas,0.00292
Una,0.00374
Urandi,0.00222
Uruçuca,0.00329
Utinga,0.00206
Valença,0.01931
Valente,0.00298
Várzea da Roça,0.00124
Várzea do Poço,0.00129
Várzea Nova,0.00257
Varzedo,0.0015
Vera Cruz,0.00669
Vereda,0.00103
Vitória da Conquista,0.09116
Wagner,0.00099
Wanderley,0.00186
Wenceslau Guimarães,0.00368
Xique-Xique,0.00512
Abadia dos Dourados,0.00196
Abaeté,0.00601
Abre Campo,0.00291
Acaiaca,0.00072
Açucena,0.00184
Água Boa,0.00213
Água Comprida,0.00255
Aguanil,0.00105
Águas Formosas,0.00319
Águas Vermelhas,0.00263
Aimorés,0.00708
Aiuruoca,0.00143
Alagoa,0.00053
Albertina,0.00171
Além Paraíba,0.01078
Alfenas,0.03868
Alfredo Vasconcelos,0.00167
Almenara,0.00749
Alpercata,0.00105
Alpinópolis,0.00582
Alterosa,0.00329
Alto Caparaó,0.00108
Alto Rio Doce,0.002
Alvarenga,0.00061
Alvinópolis,0.00378
Alvorada de Minas,0.00072
Amparo do Serra,0.00062
Andradas,0.01314
Cachoeira de Pajeú,0.00139
Andrelândia,0.00324
Angelândia,0.0016
Antônio Carlos,0.00268
Antônio Dias,0.00993
Antônio Prado de Minas,0.00032
Araçaí,0.00067
Aracitaba,0.00035
Araçuaí,0.00577
Araguari,0.06478
Arantina,0.00098
Araponga,0.00136
Araporã,0.01437
Arapuá,0.00192
Araújos,0.00526
Araxá,0.09932
Arceburgo,0.00385
Arcos,0.02604
Areado,0.00343
Argirita,0.00044
Aricanduva,0.00074
Arinos,0.00354
Astolfo Dutra,0.00324
Ataléia,0.00221
Augusto de Lima,0.00099
Baependi,0.00423
Baldim,0.00223
Bambuí,0.00866
Bandeira,0.00066
Bandeira do Sul,0.00096
Barão de Cocais,0.02706
Barão do Monte Alto,0.0007
Barbacena,0.03909
Barra Longa,0.00091
Barroso,0.00676
Bela Vista de Minas,0.00631
Belmiro Braga,0.00068
Belo Horizonte,1.1743
Belo Oriente,0.02347
Belo Vale,0.00311
Berilo,0.00125
Bertópolis,0.0006
Berizal,0.00068
Betim,0.36765
Bias Fortes,0.00046
Bicas,0.00308
Biquinhas,0.00072
Boa Esperança,0.01175
Bocaina de Minas,0.00089
Bocaiúva,0.0136
Bom Despacho,0.02013
Bom Jardim de Minas,0.00142
Bom Jesus da Penha,0.00218
Bom Jesus do Amparo,0.00178
Bom Jesus do Galho,0.0019
Bom Repouso,0.00178
Bom Sucesso,0.00494
Bonfim,0.0015
Bonfinópolis de Minas,0.00509
Bonito de Minas,0.00112
Borda da Mata,0.00416
Botelhos,0.00362
Botumirim,0.00084
Brasilândia de Minas,0.00461
Brasília de Minas,0.00419
Brás Pires,0.00056
Braúnas,0.00236
Brazópolis,0.0022
Brumadinho,0.05132
Bueno Brandão,0.00267
Buenópolis,0.00201
Bugre,0.00053
Buritis,0.01292
Buritizeiro,0.00817
Cabeceira Grande,0.0053
Cabo Verde,0.00323
Cachoeira da Prata,0.00058
Cachoeira de Minas,0.00596
Cachoeira Dourada,0.00299
Caetanópolis,0.0035
Caeté,0.01193
Caiana,0.00098
Cajuri,0.00108
Caldas,0.00375
Camacho,0.00079
Camanducaia,0.01099
Cambuí,0.0207
Cambuquira,0.00412
Campanário,0.00059
Campanha,0.00488
Campestre,0.0054
Campina Verde,0.00596
Campo Azul,0.00045
Campo Belo,0.01381
Campo do Meio,0.00256
Campo Florido,0.00789
Campos Altos,0.00482
Campos Gerais,0.00782
Canaã,0.00086
Canápolis,0.00752
Cana Verde,0.00089
Candeias,0.00412
Cantagalo,0.00063
Caparaó,0.00108
Capela Nova,0.00069
Capelinha,0.00985
Capetinga,0.0023
Capim Branco,0.00137
Capinópolis,0.0074
Capitão Andrade,0.00067
Capitão Enéas,0.00556
Capitólio,0.00364
Caputira,0.0016
Caraí,0.00233
Caranaíba,0.00046
Carandaí,0.00834
Carangola,0.00709
Caratinga,0.02534
Carbonita,0.00245
Careaçu,0.00193
Carlos Chagas,0.00527
Carmésia,0.00044
Carmo da Cachoeira,0.00357
Carmo da Mata,0.00295
Carmo de Minas,0.00322
Carmo do Cajuru,0.00698
Carmo do Paranaíba,0.01176
Carmo do Rio Claro,0.00771
Carmópolis de Minas,0.00512
Carneirinho,0.00452
Carrancas,0.00197
Carvalhópolis,0.00079
Carvalhos,0.00089
Casa Grande,0.00077
Cascalho Rico,0.00089
Cássia,0.00484
Conceição da Barra de Minas,0.00076
Cataguases,0.01833
Catas Altas,0.05584
Catas Altas da Noruega,0.00045
Catuji,0.00092
Catuti,0.00063
Caxambu,0.00412
Cedro do Abaeté,0.00025
Central de Minas,0.00097
Centralina,0.0039
Chácara,0.00052
Chalé,0.00127
Chapada do Norte,0.00123
Chapada Gaúcha,0.00447
Chiador,0.00041
Cipotânea,0.00081
Claraval,0.00202
Claro dos Poções,0.00093
Cláudio,0.01241
Coimbra,0.00155
Coluna,0.00134
Comendador Gomes,0.00172
Comercinho,0.00076
Conceição da Aparecida,0.00304
Conceição das Pedras,0.00068
Conceição das Alagoas,0.01463
Conceição de Ipanema,0.0009
Conceição do Mato Dentro,0.10043
Conceição do Pará,0.00548
Conceição do Rio Verde,0.00381
Conceição dos Ouros,0.0025
Cônego Marinho,0.0007
Confins,0.00539
Congonhal,0.00245
Congonhas,0.04567
Congonhas do Norte,0.00055
Conquista,0.00544
Conselheiro Lafaiete,0.0346
Conselheiro Pena,0.00426
Consolação,0.00035
Contagem,0.40478
Coqueiral,0.0026
Coração de Jesus,0.00303
Cordisburgo,0.00162
Cordislândia,0.00126
Corinto,0.00679
Coroaci,0.00139
Coromandel,0.01703
Coronel Fabriciano,0.02215
Coronel Murta,0.00133
Coronel Pacheco,0.00067
Coronel Xavier Chaves,0.00101
Córrego Danta,0.00184
Córrego do Bom Jesus,0.00051
Córrego Fundo,0.00356
Córrego Novo,0.00043
Couto de Magalhães de Minas,0.0007
Crisólita,0.00085
Cristais,0.00328
Cristália,0.00066
Cristiano Otoni,0.00137
Cristina,0.0026
Crucilândia,0.00092
Cruzeiro da Fortaleza,0.00204
Cruzília,0.00353
Cuparaque,0.00082
Curral de Dentro,0.00089
Curvelo,0.02475
Datas,0.00082
Delfim Moreira,0.00139
Delfinópolis,0.00274
Delta,0.00518
Descoberto,0.00091
Desterro de Entre Rios,0.0029
Desterro do Melo,0.00056
Diamantina,0.01092
Diogo de Vasconcelos,0.00048
Dionísio,0.00101
Divinésia,0.00071
Divino,0.00354
Divino das Laranjeiras,0.00068
Divinolândia de Minas,0.00091
Divinópolis,0.09245
Divisa Alegre,0.00198
Divisa Nova,0.00144
Divisópolis,0.00103
Dom Bosco,0.00077
Dom Cavati,0.00077
Dom Joaquim,0.00075
Dom Silvério,0.0012
Dom Viçoso,0.00043
Dona Euzébia,0.00122
Dores de Campos,0.00355
Dores de Guanhães,0.00212
Dores do Indaiá,0.00391
Dores do Turvo,0.00074
Doresópolis,0.00093
Douradoquara,0.00088
Durandé,0.00136
Elói Mendes,0.00783
Engenheiro Caldas,0.00174
Engenheiro Navarro,0.00102
Entre Folhas,0.00072
Entre Rios de Minas,0.003
Ervália,0.00454
Esmeraldas,0.0108
Espera Feliz,0.00456
Espinosa,0.00404
Espírito Santo do Dourado,0.00136
Estiva,0.00668
Estrela Dalva,0.00048
Estrela do Indaiá,0.00183
Estrela do Sul,0.0039
Eugenópolis,0.00246
Ewbank da Câmara,0.0006
Extrema,0.15148
Fama,0.00065
Faria Lemos,0.00071
Felício dos Santos,0.00082
São Gonçalo do Rio Preto,0.00054
Felisburgo,0.00084
Felixlândia,0.00312
Fernandes Tourinho,0.00051
Ferros,0.00164
Fervedouro,0.00174
Florestal,0.00158
Formiga,0.02457
Formoso,0.00349
Fortaleza de Minas,0.00124
Fortuna de Minas,0.00057
Francisco Badaró,0.00086
Francisco Dumont,0.00084
Francisco Sá,0.00501
Franciscópolis,0.00114
Frei Gaspar,0.00089
Frei Inocêncio,0.00167
Frei Lagonegro,0.00039
Fronteira,0.01038
Fronteira dos Vales,0.00054
Fruta de Leite,0.00052
Frutal,0.02744
Funilândia,0.00092
Galiléia,0.00126
Gameleiras,0.00064
Glaucilândia,0.00046
Goiabeira,0.00055
Goianá,0.00069
Gonçalves,0.00105
Gonzaga,0.00077
Gouveia,0.00221
Governador Valadares,0.08192
Grão Mogol,0.00855
Grupiara,0.00049
Guanhães,0.01106
Guapé,0.00434
Guaraciaba,0.00128
Guaraciama,0.00087
Guaranésia,0.0061
Guarani,0.00193
Guarará,0.00064
Guarda-Mor,0.00833
Guaxupé,0.03114
Guidoval,0.00137
Guimarânia,0.00363
Guiricema,0.00127
Gurinhatã,0.00201
Heliodora,0.00148
Iapu,0.00196
Ibertioga,0.00115
Ibiá,0.01703
Ibiaí,0.00128
Ibiracatu,0.00057
Ibiraci,0.00808
Ibirité,0.03555
Ibitiúra de Minas,0.00086
Ibituruna,0.00066
Icaraí de Minas,0.00124
Igarapé,0.01073
Igaratinga,0.00642
Iguatama,0.00652
Ijaci,0.00549
Ilicínea,0.00294
Imbé de Minas,0.00112
Inconfidentes,0.00147
Indaiabira,0.00097
Indianópolis,0.00972
Ingaí,0.00128
Inhapim,0.00449
Inhaúma,0.00162
Inimutaba,0.00101
Ipaba,0.002
Ipanema,0.00382
Ipatinga,0.19539
Ipiaçu,0.00203
Ipuiúna,0.00209
Iraí de Minas,0.00335
Itabira,0.16613
Itabirinha,0.00151
Itabirito,0.1458
Itacambira,0.00068
Itacarambi,0.00251
Itaguara,0.00447
Itaipé,0.00135
Itajubá,0.03649
Itamarandiba,0.00718
Itamarati de Minas,0.00075
Itambacuri,0.00378
Itambé do Mato Dentro,0.0004
Itamogi,0.00262
Itamonte,0.01312
Itanhandu,0.00522
Itanhomi,0.00168
Itaobim,0.00343
Itapagipe,0.00571
Itapecerica,0.00698
Itapeva,0.00942
Itatiaiuçu,0.07695
Itaú de Minas,0.00804
Itaúna,0.05642
Itaverava,0.00079
Itinga,0.00165
Itueta,0.00136
Ituiutaba,0.04214
Itumirim,0.00102
Iturama,0.02239
Itutinga,0.00191
Jaboticatubas,0.00331
Jacinto,0.00146
Jacuí,0.00168
Jacutinga,0.01269
Jaguaraçu,0.00122
Jaíba,0.00942
Jampruca,0.00092
Janaúba,0.01779
Januária,0.00915
Japaraíba,0.00112
Japonvar,0.00086
Jeceaba,0.02167
Jenipapo de Minas,0.00088
Jequeri,0.00215
Jequitaí,0.00145
Jequitibá,0.0014
Jequitinhonha,0.00305
Jesuânia,0.00116
Joaíma,0.0018
Joanésia,0.00122
João Monlevade,0.05383
João Pinheiro,0.02393
Joaquim Felício,0.0008
Jordânia,0.00119
José Gonçalves de Minas,0.00057
José Raydan,0.0008
Josenópolis,0.00064
Nova União,0.00119
Juatuba,0.01595
Juiz de Fora,0.22522
Juramento,0.00057
Juruaia,0.00304
Juvenília,0.00073
Ladainha,0.00163
Lagamar,0.00269
Lagoa da Prata,0.02204
Lagoa dos Patos,0.00066
Lagoa Dourada,0.00383
Lagoa Formosa,0.00628
Lagoa Grande,0.00325
Lagoa Santa,0.02429
Lajinha,0.00443
Lambari,0.00449
Lamim,0.00058
Laranjal,0.00106
Lassance,0.00214
Lavras,0.03264
Leandro Ferreira,0.00062
Leme do Prado,0.00073
Leopoldina,0.01235
Liberdade,0.00119
Lima Duarte,0.00377
Limeira do Oeste,0.00514
Lontra,0.00104
Luisburgo,0.00147
Luislândia,0.00073
Luminárias,0.00165
Luz,0.00729
Machacalis,0.00125
Machado,0.01524
Madre de Deus de Minas,0.00335
Malacacheta,0.00262
Mamonas,0.00067
Manga,0.0027
Manhuaçu,0.03638
Manhumirim,0.00625
Mantena,0.00529
Maravilhas,0.00259
Mar de Espanha,0.00253
Maria da Fé,0.00225
Mariana,0.08175
Marilac,0.00064
Mário Campos,0.0022
Maripá de Minas,0.00083
Marliéria,0.00067
Marmelópolis,0.00047
Martinho Campos,0.00527
Martins Soares,0.00239
Mata Verde,0.00102
Materlândia,0.00067
Mateus Leme,0.01198
Matias Barbosa,0.00697
Matias Cardoso,0.00176
Matipó,0.00472
Mato Verde,0.00175
Matozinhos,0.01671
Matutina,0.00108
Medeiros,0.00274
Medina,0.00281
Mendes Pimentel,0.00086
Mercês,0.00168
Mesquita,0.00066
Minas Novas,0.00389
Minduri,0.00182
Mirabela,0.00181
Miradouro,0.00193
Miraí,0.00371
Miravânia,0.00052
Moeda,0.00085
Moema,0.00169
Monjolos,0.00052
Monsenhor Paulo,0.00253
Montalvânia,0.00184
Monte Alegre de Minas,0.00841
Monte Azul,0.00284
Monte Belo,0.00406
Monte Carmelo,0.0173
Monte Formoso,0.00049
Monte Santo de Minas,0.00536
Montes Claros,0.11984
Monte Sião,0.00673
Montezuma,0.00101
Morada Nova de Minas,0.006
Morro da Garça,0.00057
Morro do Pilar,0.00049
Munhoz,0.00143
Muriaé,0.02946
Mutum,0.00564
Muzambinho,0.00594
Nacip Raydan,0.00041
Nanuque,0.00897
Naque,0.001
Natalândia,0.00083
Natércia,0.00128
Nazareno,0.00742
Nepomuceno,0.00686
Ninheira,0.0014
Nova Belém,0.00093
Nova Era,0.0048
Nova Lima,0.23349
Nova Módica,0.00065
Nova Ponte,0.01239
Nova Porteirinha,0.00129
Nova Resende,0.00428
Nova Serrana,0.02925
Novo Cruzeiro,0.00367
Novo Oriente de Minas,0.00135
Novorizonte,0.00078
Olaria,0.00035
Olhos-d'Água,0.00235
Olímpio Noronha,0.00049
Oliveira,0.01226
Oliveira Fortes,0.00045
Onça de Pitangui,0.00072
Oratórios,0.00079
Orizânia,0.00135
Ouro Branco,0.09812
Ouro Fino,0.01037
Ouro Preto,0.10564
Ouro Verde de Minas,0.00075
Padre Carvalho,0.00065
Padre Paraíso,0.00237
Paineiras,0.00092
Pains,0.0059
Pai Pedro,0.00065
Paiva,0.0003
Palma,0.00115
Palmópolis,0.00071
Papagaios,0.00415
Paracatu,0.07988
Pará de Minas,0.04467
Paraguaçu,0.00722
Paraisópolis,0.00658
Paraopeba,0.01019
Passabém,0.00026
Passa Quatro,0.00524
Passa Tempo,0.00533
Passa Vinte,0.00047
Passos,0.03356
Patis,0.00061
Patos de Minas,0.06819
Patrocínio,0.04082
Patrocínio do Muriaé,0.00129
Paula Cândido,0.00152
Paulistas,0.00075
Pavão,0.00103
Peçanha,0.003
Pedra Azul,0.00445
Pedra Bonita,0.00107
Pedra do Anta,0.00064
Pedra do Indaiá,0.00129
Pedra Dourada,0.00047
Pedralva,0.00203
Pedras de Maria da Cruz,0.00122
Pedrinópolis,0.00226
Pedro Leopoldo,0.02152
Pedro Teixeira,0.00034
Pequeri,0.00069
Pequi,0.00095
Perdigão,0.00252
Perdizes,0.01808
Perdões,0.00696
Periquito,0.00124
Pescador,0.00052
Piau,0.00103
Piedade de Caratinga,0.00156
Piedade de Ponte Nova,0.0007
Piedade do Rio Grande,0.00123
Piedade dos Gerais,0.001
Pimenta,0.00313
Pingo-d'Água,0.00058
Pintópolis,0.00079
Piracema,0.00336
Pirajuba,0.00448
Piranga,0.00222
Piranguçu,0.00087
Piranguinho,0.00151
Pirapetinga,0.00709
Pirapora,0.0319
Piraúba,0.00223
Pitangui,0.00823
Piumhi,0.01421
Planura,0.00637
Poço Fundo,0.00448
Poços de Caldas,0.09467
Pocrane,0.00135
Pompéu,0.01298
Ponte Nova,0.0238
Ponto Chique,0.00058
Ponto dos Volantes,0.00136
Porteirinha,0.00585
Porto Firme,0.00145
Poté,0.00187
Pouso Alegre,0.11895
Pouso Alto,0.00308
Prados,0.00254
Prata,0.01435
Pratápolis,0.00254
Pratinha,0.00172
Presidente Bernardes,0.00075
Presidente Juscelino,0.00054
Presidente Kubitschek,0.0004
Presidente Olegário,0.00812
Alto Jequitibá,0.00139
Prudente de Morais,0.00225
Quartel Geral,0.00086
Queluzito,0.00044
Raposos,0.00215
Raul Soares,0.0047
Recreio,0.00137
Reduto,0.00135
Resende Costa,0.0023
Resplendor,0.00308
Ressaquinha,0.00414
Riachinho,0.00175
Riacho dos Machados,0.00591
Ribeirão das Neves,0.0575
Ribeirão Vermelho,0.00117
Rio Acima,0.00524
Rio Casca,0.00263
Rio Doce,0.00058
Rio do Prado,0.00058
Rio Espera,0.00066
Rio Manso,0.00126
Rio Novo,0.00133
Rio Paranaíba,0.01006
Rio Pardo de Minas,0.00383
Rio Piracicaba,0.01486
Rio Pomba,0.00463
Rio Preto,0.00077
Rio Vermelho,0.00156
Ritápolis,0.001
Rochedo de Minas,0.00127
Rodeiro,0.0061
Romaria,0.00301
Rosário da Limeira,0.00075
Rubelita,0.00089
Rubim,0.00124
Sabará,0.04662
Sabinópolis,0.00371
Sacramento,0.0232
Salinas,0.00741
Salto da Divisa,0.00147
Santa Bárbara,0.01807
Santa Bárbara do Leste,0.00124
Santa Bárbara do Monte Verde,0.00062
Santa Bárbara do Tugúrio,0.00078
Santa Cruz de Minas,0.00115
Santa Cruz de Salinas,0.00054
Santa Cruz do Escalvado,0.00085
Santa Efigênia de Minas,0.00057
Santa Fé de Minas,0.00067
Santa Helena de Minas,0.00064
Santa Juliana,0.00955
Santa Luzia,0.05871
Santa Margarida,0.00393
Santa Maria de Itabira,0.00299
Santa Maria do Salto,0.00055
Santa Maria do Suaçuí,0.0019
Santana da Vargem,0.0027
Santana de Cataguases,0.00055
Santana de Pirapama,0.00129
Santana do Deserto,0.00053
Santana do Garambéu,0.00043
Santana do Jacaré,0.00118
Santana do Manhuaçu,0.00211
Santana do Paraíso,0.00833
Santana do Riacho,0.00115
Santana dos Montes,0.00055
Santa Rita de Caldas,0.00253
Santa Rita de Jacutinga,0.00083
Santa Rita de Minas,0.00168
Santa Rita de Ibitipoca,0.00069
Santa Rita do Itueto,0.00199
Santa Rita do Sapucaí,0.02158
Santa Rosa da Serra,0.00113
Santa Vitória,0.00891
Santo Antônio do Amparo,0.00393
Santo Antônio do Aventureiro,0.00075
Santo Antônio do Grama,0.00095
Santo Antônio do Itambé,0.0005
Santo Antônio do Jacinto,0.00127
Santo Antônio do Monte,0.00935
Santo Antônio do Retiro,0.00079
Santo Antônio do Rio Abaixo,0.00032
Santo Hipólito,0.00056
Santos Dumont,0.01224
São Bento Abade,0.00099
São Brás do Suaçuí,0.00089
São Domingos das Dores,0.00101
São Domingos do Prata,0.00348
São Félix de Minas,0.00049
São Francisco,0.00719
São Francisco de Paula,0.00167
São Francisco de Sales,0.00215
São Francisco do Glória,0.00081
São Geraldo,0.00293
São Geraldo da Piedade,0.0005
São Geraldo do Baixio,0.00055
São Gonçalo do Abaeté,0.00361
São Gonçalo do Pará,0.00345
São Gonçalo do Rio Abaixo,0.08437
São Gonçalo do Sapucaí,0.01096
São Gotardo,0.0132
São João Batista do Glória,0.00298
São João da Lagoa,0.00067
São João da Mata,0.00061
São João da Ponte,0.00298
São João das Missões,0.00103
São João del Rei,0.03334
São João do Manhuaçu,0.00203
São João do Manteninha,0.0009
São João do Oriente,0.00113
São João do Pacuí,0.0005
São João do Paraíso,0.00316
São João Evangelista,0.00281
São João Nepomuceno,0.00562
São Joaquim de Bicas,0.01202
São José da Barra,0.00989
São José da Lapa,0.00694
São José da Safira,0.00055
São José da Varginha,0.00127
São José do Alegre,0.00064
São José do Divino,0.00059
São José do Goiabal,0.00075
São José do Jacuri,0.00111
São José do Mantimento,0.00049
São Lourenço,0.01307
São Miguel do Anta,0.00117
São Pedro da União,0.00164
São Pedro dos Ferros,0.00149
São Pedro do Suaçuí,0.00091
São Romão,0.0027
São Roque de Minas,0.00359
São Sebastião da Bela Vista,0.00492
São Sebastião da Vargem Alegre,0.00074
São Sebastião do Anta,0.00116
São Sebastião do Maranhão,0.00112
São Sebastião do Oeste,0.00662
São Sebastião do Paraíso,0.02482
São Sebastião do Rio Preto,0.00029
São Sebastião do Rio Verde,0.0004
São Tiago,0.00273
São Tomás de Aquino,0.00217
São Tomé das Letras,0.00152
São Vicente de Minas,0.00229
Sapucaí-Mirim,0.00122
Sardoá,0.00076
Sarzedo,0.02431
Setubinha,0.00136
Sem-Peixe,0.00041
Senador Amaral,0.00099
Senador Cortes,0.00042
Senador Firmino,0.00118
Senador José Bento,0.00039
Senador Modestino Gonçalves,0.00102
Senhora de Oliveira,0.0009
Senhora do Porto,0.00055
Senhora dos Remédios,0.00128
Sericita,0.00116
Seritinga,0.0005
Serra Azul de Minas,0.0005
Serra da Saudade,0.00024
Serra dos Aimorés,0.00101
Serra do Salitre,0.01091
Serrania,0.00179
Serranópolis de Minas,0.00053
Serranos,0.00043
Serro,0.00324
Sete Lagoas,0.14047
Silveirânia,0.00039
Silvianópolis,0.00157
Simão Pereira,0.00115
Simonésia,0.00317
Sobrália,0.00075
Soledade de Minas,0.00091
Tabuleiro,0.00073
Taiobeiras,0.00619
Taparuba,0.00054
Tapira,0.00765
Tapiraí,0.00062
Taquaraçu de Minas,0.00073
Tarumirim,0.00209
Teixeiras,0.00212
Teófilo Otoni,0.03275
Timóteo,0.06226
Tiradentes,0.00228
Tiros,0.00421
Tocantins,0.00388
Tocos do Moji,0.00078
Toledo,0.00119
Tombos,0.00145
Três Corações,0.03284
Três Marias,0.03497
Três Pontas,0.02085
Tumiritinga,0.00092
Tupaciguara,0.0105
Turmalina,0.00492
Turvolândia,0.00155
Ubá,0.03966
Ubaí,0.0013
Ubaporanga,0.00186
Uberaba,0.22633
Uberlândia,0.47857
Umburatiba,0.00049
Unaí,0.04793
União de Minas,0.00145
Uruana de Minas,0.00108
Urucânia,0.00266
Urucuia,0.00214
Vargem Alegre,0.00086
Vargem Bonita,0.00097
Vargem Grande do Rio Pardo,0.00076
Varginha,0.08981
Varjão de Minas,0.00351
Várzea da Palma,0.01185
Varzelândia,0.00208
Vazante,0.01297
Verdelândia,0.00128
Veredinha,0.00148
Veríssimo,0.00189
Vermelho Novo,0.00071
Vespasiano,0.03352
Viçosa,0.0201
Vieiras,0.00059
Mathias Lobato,0.00049
Virgem da Lapa,0.00146
Virgínia,0.002
Virginópolis,0.00204
Virgolândia,0.0007
Visconde do Rio Branco,0.015
Volta Grande,0.00156
Wenceslau Braz,0.00037
Afonso Cláudio,0.00632
Águia Branca,0.00273
Água Doce do Norte,0.00205
Alegre,0.00638
Alfredo Chaves,0.00508
Alto Rio Novo,0.00125
Anchieta,0.06396
Apiacá,0.00131
Aracruz,0.05895
Atílio Vivácqua,0.004
Baixo Guandu,0.0103
Barra de São Francisco,0.01293
Boa Esperança,0.00301
Bom Jesus do Norte,0.00207
Brejetuba,0.00327
Cachoeiro de Itapemirim,0.06821
Cariacica,0.15201
Castelo,0.01299
Colatina,0.04858
Conceição da Barra,0.00674
Conceição do Castelo,0.0031
Divino de São Lourenço,0.00092
Domingos Martins,0.01063
Dores do Rio Preto,0.00177
Ecoporanga,0.00456
Fundão,0.0052
Governador Lindenberg,0.00371
Guaçuí,0.0068
Guarapari,0.02816
Ibatiba,0.00499
Ibiraçu,0.00321
Ibitirama,0.00191
Iconha,0.00349
Irupi,0.00262
Itaguaçu,0.00362
Itapemirim,0.06374
Itarana,0.00295
Iúna,0.00597
Jaguaré,0.01069
Jerônimo Monteiro,0.00191
João Neiva,0.00717
Laranja da Terra,0.00208
Linhares,0.08917
Mantenópolis,0.00225
Marataízes,0.0739
Marechal Floriano,0.00574
Marilândia,0.00347
Mimoso do Sul,0.00674
Montanha,0.00456
Mucurici,0.00107
Muniz Freire,0.00425
Muqui,0.0026
Nova Venécia,0.01486
Pancas,0.00398
Pedro Canário,0.00445
Pinheiros,0.00956
Piúma,0.00972
Ponto Belo,0.00119
Presidente Kennedy,0.07558
Rio Bananal,0.00583
Rio Novo do Sul,0.00255
Santa Leopoldina,0.00366
Santa Maria de Jetibá,0.0181
Santa Teresa,0.0064
São Domingos do Norte,0.00368
São Gabriel da Palha,0.00846
São José do Calçado,0.00226
São Mateus,0.03271
São Roque do Canaã,0.00254
Serra,0.41366
Sooretama,0.00741
Vargem Alta,0.00477
Venda Nova do Imigrante,0.00779
Viana,0.04691
Vila Pavão,0.002
Vila Valério,0.00482
Vila Velha,0.18093
Vitória,0.34868
Angra dos Reis,0.12421
Aperibé,0.00276
Araruama,0.04698
Areal,0.00474
Armação dos Búzios,0.03296
Arraial do Cabo,0.03002
Barra do Piraí,0.03011
Barra Mansa,0.07156
Belford Roxo,0.09809
Bom Jardim,0.00985
Bom Jesus do Itabapoana,0.01008
Cabo Frio,0.13714
Cachoeiras de Macacu,0.01449
Cambuci,0.00444
Carapebus,0.00806
Comendador Levy Gasparian,0.0067
Campos dos Goytacazes,0.41255
Cantagalo,0.00934
Cardoso Moreira,0.00439
Carmo,0.00623
Casimiro de Abreu,0.0261
Conceição de Macabu,0.00482
Cordeiro,0.00506
Duas Barras,0.00277
Duque de Caxias,0.58961
Engenheiro Paulo de Frontin,0.00451
Guapimirim,0.01514
Iguaba Grande,0.00701
Itaboraí,0.06259
Itaguaí,0.11654
Italva,0.00465
Itaocara,0.00706
Itaperuna,0.03767
Itatiaia,0.07649
Japeri,0.01698
Laje do Muriaé,0.00204
Macaé,0.19692
Macuco,0.00238
Magé,0.05288
Mangaratiba,0.03564
Maricá,0.95221
Mendes,0.00397
Mesquita,0.02906
Miguel Pereira,0.00702
Miracema,0.00735
Natividade,0.0036
Nilópolis,0.03395
Niterói,0.73618
Nova Friburgo,0.07018
Nova Iguaçu,0.19745
Paracambi,0.0129
Paraíba do Sul,0.0139
Paraty,0.0217
Paty do Alferes,0.0076
Petrópolis,0.17383
Pinheiral,0.01612
Piraí,0.02719
Porciúncula,0.00462
Porto Real,0.04711
Quatis,0.00338
Queimados,0.0484
Quissamã,0.06654
Resende,0.11933
Rio Bonito,0.02032
Rio Claro,0.00484
Rio das Flores,0.00327
Rio das Ostras,0.0993
Rio de Janeiro,3.99056
Santa Maria Madalena,0.0026
Santo Antônio de Pádua,0.01425
São Francisco de Itabapoana,0.01314
São Fidélis,0.00938
São Gonçalo,0.22553
São João da Barra,0.10971
São João de Meriti,0.09946
São José de Ubá,0.00218
São José do Vale do Rio Preto,0.0082
São Pedro da Aldeia,0.03044
São Sebastião do Alto,0.00268
Sapucaia,0.0111
Saquarema,0.46802
Seropédica,0.05301
Silva Jardim,0.00669
Sumidouro,0.00666
Tanguá,0.00771
Teresópolis,0.06573
Trajano de Moraes,0.00269
Três Rios,0.07044
Valença,0.03465
Varre-Sai,0.00293
Vassouras,0.01466
Volta Redonda,0.21828
Adamantina,0.01521
Adolfo,0.00128
Aguaí,0.01459
Águas da Prata,0.00232
Águas de Lindóia,0.0065
Águas de Santa Bárbara,0.00241
Águas de São Pedro,0.00164
Agudos,0.02928
Alambari,0.00144
Alfredo Marcondes,0.00134
Altair,0.00125
Altinópolis,0.00925
